Judul,Poster,Link,Genre,Tahun,Rating,Aktor,Deskripsi,
Nonton Spider-Man- Brand New Day (2026) Sub Indo,https://ik.imagekit.io/yhhmgwam7/imag).jpg,//mxdrop.sx/e/q1l9pl1rt1zzkv,"film barat, action, Sci-Fi, superhero",2026,"8,8",Tom Holland,"mengisahkan Peter Parker (Tom Holland) empat tahun setelah peristiwa No Way Home..."
